index,Site EPA ID,Site Name,City,County,State,Zip Code,EPA Region,Date Type,Date,Site Score,Federal Facility Indicator,EPA ID,NPL Status,Superfund Alternative Approach Agreement?,Site URL
1013,PAD046557096,Metal Banks,Philadelphia,PHILADELPHIA,Pennsylvania,19135,3,Listing Date,9/8/1983,33.23,No,PAD046557096,Final,No,www.epa.gov/superfund/metalbank
1014,PAD044545895,Metro Container Corporation,Trainer,DELAWARE,Pennsylvania,19061,3,Listing Date,3/15/2012,50.0,No,PAD044545895,Final,No,www.epa.gov/superfund/metrocontainer
1015,PAD980231690,Mill Creek Dump,Erie,ERIE,Pennsylvania,16505,3,Listing Date,9/21/1984,49.31,No,PAD980231690,Final,No,www.epa.gov/superfund/millcreek
1016,PAD980539068,Modern Sanitation Landfill,Lower Windsor Township,YORK,Pennsylvania,17406-8240,3,Listing Date,6/10/1986,33.93,No,PAD980539068,Final,No,www.epa.gov/superfund/modernsanitation
1017,PAD980691372,MW Manufacturing,Valley Township,MONTOUR,Pennsylvania,17821,3,Listing Date,6/10/1986,46.44,No,PAD980691372,Final,No,www.epa.gov/superfund/mwmanufacturing
1018,PA6170024545,Naval Air Development Center (8 Waste Areas),Warminster Township,BUCKS,Pennsylvania,18974,3,Listing Date,10/4/1989,57.93,Yes,PA6170024545,Final,No,www.epa.gov/superfund/navalairdevelopmentcenter
1019,PA3170022104,Navy Ships Parts Control Center,Mechanicsburg,CUMBERLAND,Pennsylvania,17055,3,Listing Date,5/31/1994,50.0,Yes,PA3170022104,Final,No,www.epa.gov/superfund/navyshipspartscontrolcenter
1020,PAD096834494,North Penn - Area 1,Souderton,MONTGOMERY,Pennsylvania,18964,3,Listing Date,3/31/1989,35.57,No,PAD096834494,Final,No,www.epa.gov/superfund/northpenn1
1021,PAD057152365,North Penn - Area 12,Worcester,MONTGOMERY,Pennsylvania,19490,3,Listing Date,2/21/1990,28.9,No,PAD057152365,Final,No,www.epa.gov/superfund/northpenn12
1022,PAD002342475,North Penn - Area 2,Hatfield,MONTGOMERY,Pennsylvania,19440,3,Listing Date,10/4/1989,35.57,No,PAD002342475,Final,No,www.epa.gov/superfund/northpenn2
1023,PAD980692693,North Penn - Area 5,Montgomery Township,MONTGOMERY,Pennsylvania,18915,3,Listing Date,3/31/1989,35.57,No,PAD980692693,Final,No,www.epa.gov/superfund/northpenn5
1024,PAD980926976,North Penn - Area 6,Lansdale,MONTGOMERY,Pennsylvania,19446,3,Listing Date,3/31/1989,35.57,No,PAD980926976,Final,No,www.epa.gov/superfund/northpenn6
1025,PAD002498632,North Penn - Area 7,North Wales,MONTGOMERY,Pennsylvania,19454,3,Listing Date,3/31/1989,35.57,No,PAD002498632,Final,No,www.epa.gov/superfund/northpenn7
1026,PAD079160842,Novak Sanitary Landfill,South Whitehall Township,LEHIGH,Pennsylvania,18104,3,Listing Date,10/4/1989,42.31,No,PAD079160842,Final,No,www.epa.gov/superfund/novak
1027,PAD980229298,Occidental Chemical Corp./Firestone Tire & Rubber Co.,Lower Pottsgrove Township,MONTGOMERY,Pennsylvania,19464,3,Listing Date,10/4/1989,45.91,No,PAD980229298,Final,No,www.epa.gov/superfund/occidental
1028,PAD980508816,Ohio River Park,Neville Island,ALLEGHENY,Pennsylvania,15225,3,Listing Date,8/30/1990,42.24,No,PAD980508816,Final,No,www.epa.gov/superfund/ohioriverpark
1029,PAD980692420,Old City of York Landfill,Seven Valleys,YORK,Pennsylvania,17360,3,Listing Date,9/8/1983,33.93,No,PAD980692420,Final,No,www.epa.gov/superfund/oldcityofyork
1030,PAD981938939,Old Wilmington Road Ground Water Contamination,Sadsburyville,CHESTER,Pennsylvania,19320,3,Listing Date,2/4/2000,50.0,No,PAD981938939,Final,No,www.epa.gov/superfund/oldwilmingtonroad
1031,PAD980712673,Osborne Landfill,Grove City,MERCER,Pennsylvania,16127,3,Listing Date,9/8/1983,54.6,No,PAD980712673,Final,No,www.epa.gov/superfund/osborne
1032,PAD002395887,Palmerton Zinc Pile,Palmerton,CARBON,Pennsylvania,18071,3,Listing Date,9/8/1983,42.93,No,PAD002395887,Final,No,www.epa.gov/superfund/palmerton
1033,PAD980692594,Paoli Rail Yard,Paoli,CHESTER,Pennsylvania,19301,3,Listing Date,8/30/1990,32.18,No,PAD980692594,Final,No,www.epa.gov/superfund/paoli
1034,PAN000305679,Price Battery,Hamburg,BERKS,Pennsylvania,19526,3,Listing Date,4/27/2005,37.86,No,PAN000305679,Final,No,www.epa.gov/superfund/pricebattery
1035,PAD039017694,Raymark,Hatboro,MONTGOMERY,Pennsylvania,19040,3,Listing Date,10/4/1989,53.42,No,PAD039017694,Final,No,www.epa.gov/superfund/raymark-pa
1036,PAD051395499,Revere Chemical Co.,Nockamixon Township,BUCKS,Pennsylvania,18972,3,Listing Date,7/22/1987,31.31,No,PAD051395499,Final,No,www.epa.gov/superfund/revere-chemical
1037,PAD981033285,"Rodale Manufacturing Co., Inc.",Emmaus Borough,LEHIGH,Pennsylvania,18049,3,Listing Date,10/14/1992,50.0,No,PAD981033285,Final,No,www.epa.gov/superfund/rodale
1038,PAD981033459,Ryeland Road Arsenic,Heidelberg Township,BERKS,Pennsylvania,19567,3,Listing Date,7/22/2004,60.3,No,PAD981033459,Final,No,www.epa.gov/superfund/ryelandroad
1039,PAD980692487,Saegertown Industrial Area,Saegertown,CRAWFORD,Pennsylvania,16433,3,Listing Date,2/21/1990,33.62,No,PAD980692487,Final,No,www.epa.gov/superfund/saegertown
1040,PAD987295276,Safety Light Corporation,Bloomsburg,COLUMBIA,Pennsylvania,17815,3,Listing Date,4/27/2005,70.71,No,PAD987295276,Final,No,www.epa.gov/superfund/safetylight
1041,PAD980693204,Salford Quarry,Lower Salford Township,MONTGOMERY,Pennsylvania,19438,3,Listing Date,9/23/2009,50.0,No,PAD980693204,Final,No,www.epa.gov/superfund/salfordquarry
1042,PAD001933175,Sharon Steel Corp (Farrell Works Disposal Area),Hickory Township,MERCER,Pennsylvania,16159,3,Listing Date,7/28/1998,50.0,No,PAD001933175,Final,No,www.epa.gov/superfund/sharonsteel-farrell
1043,PAD980830889,Shriver's Corner,Straban Township,ADAMS,Pennsylvania,17325,3,Listing Date,6/10/1986,46.13,No,PAD980830889,Final,No,www.epa.gov/superfund/shriverscorner
1044,PAD014269971,Stanley Kessler,King of Prussia,MONTGOMERY,Pennsylvania,19406,3,Listing Date,9/8/1983,33.89,No,PAD014269971,Final,No,www.epa.gov/superfund/stanleykessler
1045,PAD000441337,Strasburg Landfill,Newlin Township,CHESTER,Pennsylvania,19320,3,Listing Date,3/31/1989,30.71,No,PAD000441337,Final,No,www.epa.gov/superfund/strasburg
1046,PA5213820892,Tobyhanna Army Depot,Tobyhanna,MONROE,Pennsylvania,18466-5086,3,Listing Date,8/30/1990,37.93,Yes,PA5213820892,Final,No,www.epa.gov/superfund/tobyhanna
1047,PAD073613663,Tonolli Corp.,Nesquehoning,CARBON,Pennsylvania,18240,3,Listing Date,10/4/1989,46.58,No,PAD073613663,Final,No,www.epa.gov/superfund/tonolli
1048,PAD980692024,Tysons Dump,Upper Merion Township,MONTGOMERY,Pennsylvania,19406,3,Listing Date,9/21/1984,63.1,No,PAD980692024,Final,No,www.epa.gov/superfund/tysons
1049,PAD980539126,UGI Columbia Gas Plant,Columbia,LANCASTER,Pennsylvania,17512,3,Listing Date,5/31/1994,50.78,No,PAD980539126,Final,No,www.epa.gov/superfund/ugicolumbia
1050,PAD982363970,Valmont TCE,West Hazleton,LUZERNE,Pennsylvania,18201,3,Listing Date,9/13/2001,43.16,No,PAD982363970,Final,No,www.epa.gov/superfund/valmont
1051,PAD980829527,Walsh Landfill,Honeybrook Township,CHESTER,Pennsylvania,19344,3,Listing Date,9/21/1984,33.64,No,PAD980829527,Final,No,www.epa.gov/superfund/walsh
1052,PAD980706824,Watson Johnson Landfill,Richland Township,BUCKS,Pennsylvania,18951,3,Listing Date,9/13/2001,70.71,No,PAD980706824,Final,No,www.epa.gov/superfund/watsonjohnson
1053,PAD005000575,Westinghouse Electric Corp. (Sharon Plant),Sharon,MERCER,Pennsylvania,16146,3,Listing Date,8/30/1990,41.33,No,PAD005000575,Final,No,www.epa.gov/superfund/westinghouseelectric
1054,PAD043882281,Westinghouse Elevator Co. Plant,Cumberland Township,ADAMS,Pennsylvania,17325,3,Listing Date,6/10/1986,36.37,No,PAD043882281,Final,No,www.epa.gov/superfund/westinghouseelevator
1055,PAD003005014,Whitmoyer Laboratories,Jackson Township,LEBANON,Pennsylvania,17067,3,Listing Date,6/10/1986,46.25,No,PAD003005014,Final,No,www.epa.gov/superfund/whitmoyer
1056,PAD980537773,William Dick Lagoons,West Caln Township,CHESTER,Pennsylvania,19376,3,Listing Date,7/22/1987,36.64,No,PAD980537773,Final,No,www.epa.gov/superfund/williamdicklagoons
1057,PAD987277837,Willow Grove Naval Air and Air Reserve Station,Willow Grove,MONTGOMERY,Pennsylvania,19040,3,Listing Date,9/29/1995,50.0,Yes,PAD987277837,Final,No,www.epa.gov/superfund/willowgrove
1058,PRN000204694,Atlantic Fleet Weapons Training Area - Vieques,Vieques,VIEQUES,Puerto Rico,00765,2,Listing Date,2/11/2005,,Yes,PRN000204694,Final,No,www.epa.gov/superfund/vieques
1059,PRN000206319,Cabo Rojo Ground Water Contamination,Cabo Rojo,CABO ROJO,Puerto Rico,00623,2,Listing Date,3/10/2011,50.0,No,PRN000206319,Final,No,www.epa.gov/superfund/cabo-rojo-groundwater
1060,PRN000204538,Cidra Ground Water Contamination,Cidra,CIDRA,Puerto Rico,08750,2,Listing Date,7/22/2004,50.0,No,PRN000204538,Final,No,www.epa.gov/superfund/cidra-groundwater
1061,PRN000206452,Corozal Well,Corozal,COROZAL,Puerto Rico,00783,2,Listing Date,3/15/2012,50.0,No,PRN000206452,Final,No,www.epa.gov/superfund/corozal-well
1062,PRN000201872,Dorado Ground Water Contamination,Dorado,DORADO,Puerto Rico,00646,2,Listing Date,9/9/2016,50.0,No,PRN000201872,Final,No,www.epa.gov/superfund/dorado-ground-water-contamination
1063,PRD980763783,Fibers Public Supply Wells,Jobos,[blank county],Puerto Rico,00654,2,Listing Date,9/21/1984,35.34,No,PRD980763783,Final,No,www.epa.gov/superfund/fibers-public-wells
1064,PRN000206359,Hormigas Ground Water Plume,Caguas,CAGUAS,Puerto Rico,00725,2,Listing Date,3/10/2011,50.0,No,PRN000206359,Final,No,www.epa.gov/superfund/hormigas-ground-water-plume
1065,PRD980512362,Juncos Landfill,Juncos,JUNCOS,Puerto Rico,00666,2,Listing Date,9/8/1983,32.57,No,PRD980512362,Final,No,www.epa.gov/superfund/juncos-landfill
1066,PRN000205831,Maunabo Area Ground Water Contamination,Maunabo,MAUNABO,Puerto Rico,00707,2,Listing Date,9/27/2006,50.0,No,PRN000205831,Final,No,www.epa.gov/superfund/maunabo-groundwater
1067,PRD090290685,"Papelera Puertorriquena, Inc.",Utuado,[blank county],Puerto Rico,00641,2,Listing Date,9/23/2009,34.69,No,PRD090290685,Final,No,www.epa.gov/superfund/papelera
1068,PRD987367349,Pesticide Warehouse I,Arecibo,ARECIBO,Puerto Rico,00612,2,Listing Date,9/27/2006,50.0,No,PRD987367349,Final,No,www.epa.gov/superfund/pesticide-warehouse-1
1069,PRD987367299,Pesticide Warehouse III,Manati,MANATI,Puerto Rico,00701,2,Listing Date,4/30/2003,50.0,No,PRD987367299,Final,No,www.epa.gov/superfund/pesticide-warehouse-3
1070,PRN000205957,San German Ground Water Contamination,San German,SAN GERMAN,Puerto Rico,00683,2,Listing Date,3/19/2008,50.0,No,PRN000205957,Final,No,www.epa.gov/superfund/san-german-groundwater
1071,PRD987376662,"Scorpio Recycling, Inc.",Candeleria Ward,[blank county],Puerto Rico,00759,2,Listing Date,2/4/2000,50.0,No,PRD987376662,Final,No,www.epa.gov/superfund/scorpio-recycling
1072,PRR000004655,The Battery Recycling Company,Bo. Cambalache,ARECIBO,Puerto Rico,00612,2,Listing Date,8/3/2017,56.66,No,PRR000004655,Final,No,www.epa.gov/superfund/battery-recycling-company
1073,PRD980301154,Upjohn Facility,Barceloneta,BARCELONETA,Puerto Rico,00617,2,Listing Date,9/21/1984,41.92,No,PRD980301154,Final,No,www.epa.gov/superfund/upjohn
1074,PRD980763775,Vega Alta Public Supply Wells,Vega Alta,[blank county],Puerto Rico,00762,2,Listing Date,9/21/1984,42.24,No,PRD980763775,Final,No,www.epa.gov/superfund/vega-alta-wells
1075,PRD980512669,Vega Baja Solid Waste Disposal,Rio Abajo Ward,VEGA BAJA,Puerto Rico,00763,2,Listing Date,7/22/1999,50.37,No,PRD980512669,Final,No,www.epa.gov/superfund/vega-baja-disposal
1076,RID980520183,Central Landfill,Johnston,PROVIDENCE,Rhode Island,02919-4512,1,Listing Date,6/10/1986,46.71,No,RID980520183,Final,No,www.epa.gov/superfund/central
1077,RID981203755,Centredale Manor Restoration Project,North Providence,PROVIDENCE,Rhode Island,02911,1,Listing Date,2/4/2000,70.71,No,RID981203755,Final,No,www.epa.gov/superfund/centredale
1078,RID980523070,Davis Liquid Waste,Smithfield,PROVIDENCE,Rhode Island,02828,1,Listing Date,9/8/1983,47.25,No,RID980523070,Final,No,www.epa.gov/superfund/davisliquid
1079,RI6170022036,Davisville Naval Construction Battalion Center,North Kingstown,WASHINGTON,Rhode Island,02818,1,Listing Date,11/21/1989,34.52,Yes,RI6170022036,Final,No,www.epa.gov/superfund/ncbc
1080,RID093212439,"Landfill & Resource Recovery, Inc. (L&RR)",North Smithfield,PROVIDENCE,Rhode Island,02876,1,Listing Date,9/8/1983,49.58,No,RID093212439,Final,No,www.epa.gov/superfund/lrr
1081,RI6170085470,Newport Naval Education/Training Center,Newport,NEWPORT,Rhode Island,02871,1,Listing Date,11/21/1989,32.25,Yes,RI6170085470,Final,No,www.epa.gov/superfund/netc
1082,RID055176283,"Peterson/Puritan, Inc.","Cumberland, Lincoln",PROVIDENCE,Rhode Island,02864,1,Listing Date,9/8/1983,40.1,No,RID055176283,Final,No,www.epa.gov/superfund/peterson
1083,RID980579056,Picillo Farm,Coventry,KENT,Rhode Island,02816,1,Listing Date,9/8/1983,,No,RID980579056,Final,No,www.epa.gov/superfund/picillo
1084,RID980521025,Rose Hill Regional Landfill,South Kingstown,WASHINGTON,Rhode Island,02880,1,Listing Date,10/4/1989,38.11,No,RID980521025,Final,No,www.epa.gov/superfund/rosehill
1085,RID980731442,"Stamina Mills, Inc.",North Smithfield,PROVIDENCE,Rhode Island,02824,1,Listing Date,9/8/1983,34.07,No,RID980731442,Final,No,www.epa.gov/superfund/stamina
1086,RID981063993,West Kingston Town Dump/URI Disposal Area,South Kingstown,WASHINGTON,Rhode Island,02881,1,Listing Date,10/14/1992,50.0,No,RID981063993,Final,No,www.epa.gov/superfund/wkingston
1087,RID009764929,Western Sand & Gravel,Burrillville,PROVIDENCE,Rhode Island,02895,1,Listing Date,9/8/1983,51.35,No,RID009764929,Final,No,www.epa.gov/superfund/wsg
1088,SCD058754789,Aqua-Tech Environmental Inc. (Groce Laboratories),Greer,SPARTANBURG,South Carolina,29651,4,Listing Date,12/16/1994,50.0,No,SCD058754789,Final,No,www.epa.gov/superfund/aqua-tech-environmental
1089,SCN000407714,Barite Hill/Nevada Goldfields,McCormick,MCCORMICK,South Carolina,29835,4,Listing Date,4/9/2009,50.0,No,SCN000407714,Final,No,www.epa.gov/superfund/barite-hill-nevada-goldfields
1090,SCD000447268,Beaunit Corp. (Circular Knit & Dye),Fountain Inn,GREENVILLE,South Carolina,29644,4,Listing Date,2/21/1990,32.44,No,SCD000447268,Final,No,www.epa.gov/superfund/beaunit
1091,SCD987577913,Brewer Gold Mine,Jefferson,CHESTERFIELD,South Carolina,29718,4,Listing Date,4/27/2005,50.0,No,SCD987577913,Final,No,www.epa.gov/superfund/brewer-gold-mine
1092,SCN000404896,Burlington Industries Cheraw,Cheraw,CHESTERFIELD,South Carolina,29520,4,Listing Date,5/17/2018,48.0,No,SCN000404896,Final,No,www.epa.gov/superfund/burlington-cheraw
1093,SCD980558316,"Carolawn, Inc.",Fort Lawn,CHESTER,South Carolina,29714,4,Listing Date,9/8/1983,32.04,No,SCD980558316,Final,No,www.epa.gov/superfund/carolawn
1094,SCD980839542,Elmore Waste Disposal,Greer,SPARTANBURG,South Carolina,29651,4,Listing Date,3/31/1989,31.45,No,SCD980839542,Final,No,www.epa.gov/superfund/elmore-waste-disposal
1095,SCD058753971,Helena Chemical Co. Landfill,Fairfax,ALLENDALE,South Carolina,29829,4,Listing Date,2/21/1990,33.89,No,SCD058753971,Final,No,www.epa.gov/superfund/helena-chemical-landfill
1096,SCD094995503,Kalama Specialty Chemicals,Beaufort,BEAUFORT,South Carolina,29902,4,Listing Date,9/21/1984,57.9,No,SCD094995503,Final,No,www.epa.gov/superfund/kalama-specialty-chemicals
1097,SCD980310239,"Koppers Co., Inc. (Charleston Plant)",Charleston,CHARLESTON,South Carolina,29405,4,Listing Date,12/16/1994,50.0,No,SCD980310239,Final,No,www.epa.gov/superfund/koppers-charleston-plant
1098,SCD991279324,"Leonard Chemical Co., Inc.",Rock Hill,YORK,South Carolina,29704,4,Listing Date,9/21/1984,47.1,No,SCD991279324,Final,No,www.epa.gov/superfund/leonard-chemical-company
1099,SCD980558043,Lexington County Landfill Area,Cayce,LEXINGTON,South Carolina,29033,4,Listing Date,10/4/1989,37.93,No,SCD980558043,Final,No,www.epa.gov/superfund/lexington-county-landfill
1100,SCD003360476,Macalloy Corporation,North Charleston,CHARLESTON,South Carolina,29405,4,Listing Date,2/4/2000,50.0,No,SCD003360476,Final,No,www.epa.gov/superfund/macalloy
1101,SCD980558142,Medley Farm Drum Dump,Gaffney,CHEROKEE,South Carolina,29340,4,Listing Date,3/31/1989,31.58,No,SCD980558142,Final,No,www.epa.gov/superfund/medley-farm-drum-dump
1102,SCD003362217,Palmetto Wood Preserving,Dixiana,LEXINGTON,South Carolina,29033,4,Listing Date,9/21/1984,38.43,No,SCD003362217,Final,No,www.epa.gov/superfund/palmetto-wood-preserving
1103,SCD002601656,"Para-Chem Southern, Inc.",Simpsonville,GREENVILLE,South Carolina,29681,4,Listing Date,8/30/1990,32.94,No,SCD002601656,Final,No,www.epa.gov/superfund/para-chem-southern
1104,SC6170022762,Parris Island Marine Corps Recruit Depot,Parris Island,BEAUFORT,South Carolina,29902,4,Listing Date,12/16/1994,50.0,Yes,SC6170022762,Final,No,www.epa.gov/superfund/parris-island-marine
1105,SCD980844005,Rock Hill Chemical Co.,Rock Hill,YORK,South Carolina,29730,4,Listing Date,2/21/1990,40.29,No,SCD980844005,Final,No,www.epa.gov/superfund/rock-hill-chemical-rutledge-property
1106,SCD003354412,"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",Pickens,PICKENS,South Carolina,29671,4,Listing Date,2/21/1990,37.63,No,SCD003354412,Final,No,www.epa.gov/superfund/sangamo-twelve-mile-creek
1107,SC1890008989,Savannah River Site (USDOE),Aiken,[blank county],South Carolina,29802,4,Listing Date,11/21/1989,47.7,Yes,SC1890008989,Final,No,www.epa.gov/superfund/savannah-river-site
1108,SCD000622787,SCRDI Bluff Road,Columbia,RICHLAND,South Carolina,29209,4,Listing Date,9/8/1983,,No,SCD000622787,Final,No,www.epa.gov/superfund/scrdi-bluff-road
1109,SCD980711394,SCRDI Dixiana,Cayce,LEXINGTON,South Carolina,29033,4,Listing Date,9/8/1983,40.7,No,SCD980711394,Final,No,www.epa.gov/superfund/scrdi-dixiana
1110,SCD003357589,Shuron Inc.,Barnwell,BARNWELL,South Carolina,29812,4,Listing Date,12/23/1996,68.26,No,SCD003357589,Final,No,www.epa.gov/superfund/shuron
1111,SCD980558050,Townsend Saw Chain Co.,Pontiac,RICHLAND,South Carolina,29045,4,Listing Date,2/21/1990,35.94,No,SCD980558050,Final,No,www.epa.gov/superfund/townsend-saw-chain
1112,SCD003358744,US Finishing/Cone Mills,Greenville,GREENVILLE,South Carolina,29617,4,Listing Date,9/16/2011,50.0,No,SCD003358744,Final,No,www.epa.gov/superfund/us-finishing-cone-mills
1113,SCD037405362,"Wamchem, Inc.",Burton,BEAUFORT,South Carolina,29902,4,Listing Date,9/21/1984,47.7,No,SCD037405362,Final,No,www.epa.gov/superfund/wamchem
1114,SD2571924644,Ellsworth Air Force Base,Rapid City,[blank county],South Dakota,57706,8,Listing Date,8/30/1990,33.62,Yes,SD2571924644,Final,No,www.epa.gov/superfund/ellsworth-air-force-base
1115,SDD987673985,Gilt Edge Mine,Lead,LAWRENCE,South Dakota,57754,8,Listing Date,12/1/2000,50.0,No,SDD987673985,Final,No,www.epa.gov/superfund/gilt-edge
1116,TNN000410203,Alamo Contaminated Ground Water,Alamo,CROCKETT,Tennessee,38001,4,Listing Date,9/16/2011,50.0,No,TNN000410203,Final,No,www.epa.gov/superfund/alamo-contaminated-groundwater
1117,TND007018799,"American Creosote Works, Inc. (Jackson Plant)",Jackson,MADISON,Tennessee,38301,4,Listing Date,6/10/1986,35.22,No,TND007018799,Final,No,www.epa.gov/superfund/american-creosote-works-jackson
1118,TND980468557,Arlington Blending & Packaging,Arlington,SHELBY,Tennessee,38002,4,Listing Date,7/22/1987,39.03,No,TND980468557,Final,No,www.epa.gov/superfund/arlington-blending
1119,TND044062222,Carrier Air Conditioning Co.,Collierville,SHELBY,Tennessee,38017,4,Listing Date,2/21/1990,48.91,No,TND044062222,Final,No,www.epa.gov/superfund/carrier-air-conditioning
1120,TND987768587,Clinch River Corporation,Harriman,ROANE,Tennessee,37748,4,Listing Date,5/24/2013,48.03,No,TND987768587,Final,No,www.epa.gov/superfund/Clinch-River
1121,TNN000402275,Former Custom Cleaners,Memphis,SHELBY,Tennessee,38111,4,Listing Date,8/3/2017,50.0,No,TNN000402275,Final,No,www.epa.gov/superfund/former-custom-cleaners
1122,TND075453688,Mallory Capacitor Co.,Waynesboro,WAYNE,Tennessee,38485,4,Listing Date,10/4/1989,29.44,No,TND075453688,Final,No,www.epa.gov/superfund/mallory-capacitor
1123,TN4210020570,Memphis Defense Depot (DLA),Memphis,SHELBY,Tennessee,38114,4,Listing Date,10/14/1992,58.06,Yes,TN4210020570,Final,No,www.epa.gov/superfund/memphis-defense-depot
1124,TN0210020582,Milan Army Ammunition Plant,Milan,CARROLL,Tennessee,38358,4,Listing Date,7/22/1987,58.15,Yes,TN0210020582,Final,No,www.epa.gov/superfund/milan-army-ammunition-plant
1125,TND980728836,Murray-Ohio Dump,Lawrenceburg,LAWRENCE,Tennessee,38464,4,Listing Date,9/8/1983,46.44,No,TND980728836,Final,No,www.epa.gov/superfund/murray-ohio-dump
1126,TN1890090003,Oak Ridge Reservation (USDOE),Oak Ridge,[blank county],Tennessee,37830,4,Listing Date,11/21/1989,51.13,Yes,TN1890090003,Final,No,www.epa.gov/superfund/oak-ridge-reservation
1127,TND096070396,Ross Metals Inc.,Rossville,FAYETTE,Tennessee,38066,4,Listing Date,4/1/1997,37.65,No,TND096070396,Final,No,www.epa.gov/superfund/ross-metals
1128,TNN000407378,Smalley-Piper,Collierville,SHELBY,Tennessee,38017,4,Listing Date,4/27/2005,50.0,No,TNN000407378,Final,No,www.epa.gov/superfund/smalley-piper
1129,TND098071061,Smokey Mountain Smelters,Knoxville,KNOX,Tennessee,37920,4,Listing Date,9/29/2010,50.0,No,TND098071061,Final,No,www.epa.gov/superfund/smokey-mountain-smelters
1130,TNN000410686,Southside Chattanooga Lead,Chattanooga,HAMILTON,Tennessee,37408,4,Listing Date,9/13/2018,50.0,No,TNN000410686,Final,No,www.epa.gov/superfund/former-chattanooga-foundries
1131,TND071516959,Tennessee Products,Chattanooga,HAMILTON,Tennessee,37410,4,Listing Date,9/29/1995,,No,TND071516959,Final,No,www.epa.gov/superfund/tennessee-products-chattanooga-creek
1132,TND980559033,Velsicol Chemical Corp. (Hardeman County),Toone,HARDEMAN,Tennessee,38381,4,Listing Date,9/8/1983,47.71,No,TND980559033,Final,No,www.epa.gov/superfund/velsicol-chemical
1133,TNN000410124,"Walker Machine Products, Inc.",Collierville,SHELBY,Tennessee,38017,4,Listing Date,5/12/2014,50.0,No,TNN000410124,Final,No,www.epa.gov/superfund/walker-machine-products
1134,TND980844781,Wrigley Charcoal Plant,Wrigley,HICKMAN,Tennessee,37098,4,Listing Date,3/31/1989,36.14,No,TND980844781,Final,No,www.epa.gov/superfund/wrigley-charcoal-plant
1135,TX7572024605,Air Force Plant #4 (General Dynamics),Fort Worth,TARRANT,Texas,76108,6,Listing Date,8/30/1990,39.92,Yes,TX7572024605,Final,No,www.epa.gov/superfund/air-force-plan-4
1136,TXD008123168,ALCOA (Point Comfort)/Lavaca Bay,Point Comfort,CALHOUN,Texas,77979,6,Listing Date,2/23/1994,50.0,No,TXD008123168,Final,No,www.epa.gov/superfund/alcoa-lavaca-bay
1137,TXN000606565,Bandera Road Ground Water Plume,Leon Valley,BEXAR,Texas,78238,6,Listing Date,3/7/2007,50.0,No,TXN000606565,Final,No,www.epa.gov/superfund/bandera-road
1138,TX0000605264,Brine Service Company,Corpus Christi,NUECES,Texas,78409,6,Listing Date,9/5/2002,50.0,No,TX0000605264,Final,No,www.epa.gov/superfund/brine-service
1139,TXN000606965,Circle Court Ground Water Plume,Willow Park,PARKER,Texas,76087,6,Listing Date,9/18/2012,50.0,No,TXN000606965,Final,No,www.epa.gov/superfund/circle-court
1140,TX0001399435,City of Perryton Well No. 2,Perryton,OCHILTREE,Texas,79070,6,Listing Date,1/19/1999,50.0,No,TX0001399435,Final,No,www.epa.gov/superfund/city-of-perryton
1141,TXD008091951,Conroe Creosoting Company,Conroe,MONTGOMERY,Texas,77301,6,Listing Date,9/29/2003,48.0,No,TXD008091951,Final,No,www.epa.gov/superfund/conroe-creosoting
1142,TXD990707010,Crystal Chemical Co.,Houston,HARRIS,Texas,77042,6,Listing Date,9/8/1983,60.9,No,TXD990707010,Final,No,www.epa.gov/superfund/crystal-chemical
1143,TXD988034328,Delfasco Forge,Grand Prairie,DALLAS,Texas,75050,6,Listing Date,9/13/2018,50.0,No,TXD988034328,Final,No,www.epa.gov/superfund/delfasco-forge
1144,TX0000605363,Donna Reservoir and Canal System,Donna,HIDALGO,Texas,78537,6,Listing Date,3/19/2008,50.0,No,TX0000605363,Final,No,www.epa.gov/superfund/donna-reservoir-canal
1145,TXN000606614,East 67th Street Ground Water Plume,Odessa,ECTOR,Texas,79762,6,Listing Date,3/7/2007,50.0,No,TXN000606614,Final,No,www.epa.gov/superfund/east-67-street
1146,TXD057567216,"Eldorado Chemical Co., Inc.",Live Oak,BEXAR,Texas,78233,6,Listing Date,9/9/2016,38.85,No,TXD057567216,Final,No,www.epa.gov/superfund/eldorado-chemical
1147,TXD086278058,Falcon Refinery,Ingleside,SAN PATRICIO,Texas,78362,6,Listing Date,9/16/2011,50.0,No,TXD086278058,Final,No,www.epa.gov/superfund/falcon-refinery
1148,TXD980514814,"French, Ltd.",Crosby,HARRIS,Texas,77532,6,Listing Date,9/8/1983,63.33,No,TXD980514814,Final,No,www.epa.gov/superfund/french-ltd
1149,TXD007330053,Garland Creosoting,Longview,GREGG,Texas,75602,6,Listing Date,10/22/1999,49.1,No,TXD007330053,Final,No,www.epa.gov/superfund/garland-creosoting
1150,TXD980748453,Geneva Industries/Fuhrmann Energy,Houston,HARRIS,Texas,77017,6,Listing Date,9/21/1984,59.46,No,TXD980748453,Final,No,www.epa.gov/superfund/geneva-industries
1151,TXD055144539,Gulfco Marine Maintenance,Freeport,BRAZORIA,Texas,77541,6,Listing Date,4/30/2003,50.0,No,TXD055144539,Final,No,www.epa.gov/superfund/gulfco-marine
